frame_60fps,time_seconds,primary_phase,origin_glow,origin_branch_progress,symbol_opacity,symbol_scale,anchor_offset_x_pct,anchor_offset_y_pct,anchor_rotation_deg,upper_offset_x_pct,upper_offset_y_pct,upper_rotation_deg,lower_offset_x_pct,lower_offset_y_pct,lower_rotation_deg,echo_1_opacity,echo_2_opacity,echo_absorb_progress,symbol_to_lockup_progress,wordmark_reveal_progress,wordmark_opacity,symbol_to_header_progress,overlay_opacity,header_staff_progress,header_labels_progress,hero_staff_progress,hero_clef_progress,hero_copy_progress,interactive_ready
0,0.0000,origin,0.2500,0.0000,0.0000,0.1200,-8.0000,12.0000,-1.2000,14.0000,-10.0000,1.8000,10.0000,12.0000,-1.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
1,0.0167,origin,0.4976,0.0000,0.0000,0.1200,-8.0000,12.0000,-1.2000,14.0000,-10.0000,1.8000,10.0000,12.0000,-1.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
2,0.0333,origin,0.6836,0.0000,0.0000,0.1200,-8.0000,12.0000,-1.2000,14.0000,-10.0000,1.8000,10.0000,12.0000,-1.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
3,0.0500,origin,0.8169,0.0000,0.0000,0.1200,-8.0000,12.0000,-1.2000,14.0000,-10.0000,1.8000,10.0000,12.0000,-1.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
4,0.0667,origin,0.9062,0.0000,0.0000,0.1200,-8.0000,12.0000,-1.2000,14.0000,-10.0000,1.8000,10.0000,12.0000,-1.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
5,0.0833,origin,0.9604,0.0000,0.0000,0.1200,-8.0000,12.0000,-1.2000,14.0000,-10.0000,1.8000,10.0000,12.0000,-1.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
6,0.1000,origin,0.9883,0.0000,0.0000,0.1200,-8.0000,12.0000,-1.2000,14.0000,-10.0000,1.8000,10.0000,12.0000,-1.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
7,0.1167,origin,0.9985,0.0000,0.0000,0.1200,-8.0000,12.0000,-1.2000,14.0000,-10.0000,1.8000,10.0000,12.0000,-1.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
8,0.1333,origin,1.0000,0.0000,0.0000,0.1200,-8.0000,12.0000,-1.2000,14.0000,-10.0000,1.8000,10.0000,12.0000,-1.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
9,0.1500,origin,0.9964,0.0000,0.0000,0.1200,-8.0000,12.0000,-1.2000,14.0000,-10.0000,1.8000,10.0000,12.0000,-1.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
10,0.1667,origin,0.9715,0.0000,0.0000,0.1200,-8.0000,12.0000,-1.2000,14.0000,-10.0000,1.8000,10.0000,12.0000,-1.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
11,0.1833,origin,0.9037,0.0000,0.0000,0.1200,-8.0000,12.0000,-1.2000,14.0000,-10.0000,1.8000,10.0000,12.0000,-1.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
12,0.2000,origin,0.7717,0.0000,0.0000,0.1200,-8.0000,12.0000,-1.2000,14.0000,-10.0000,1.8000,10.0000,12.0000,-1.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
13,0.2167,origin,0.5783,0.0000,0.0000,0.1200,-8.0000,12.0000,-1.2000,14.0000,-10.0000,1.8000,10.0000,12.0000,-1.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
14,0.2333,origin,0.4463,0.0000,0.0000,0.1200,-8.0000,12.0000,-1.2000,14.0000,-10.0000,1.8000,10.0000,12.0000,-1.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
15,0.2500,origin,0.3785,0.0000,0.0000,0.1200,-8.0000,12.0000,-1.2000,14.0000,-10.0000,1.8000,10.0000,12.0000,-1.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
16,0.2667,origin,0.3536,0.0000,0.0000,0.1200,-8.0000,12.0000,-1.2000,14.0000,-10.0000,1.8000,10.0000,12.0000,-1.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
17,0.2833,origin,0.3500,0.0000,0.0000,0.1200,-8.0000,12.0000,-1.2000,14.0000,-10.0000,1.8000,10.0000,12.0000,-1.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
18,0.3000,symbol-seed,0.3500,0.0000,0.0000,0.1200,-8.0000,12.0000,-1.2000,14.0000,-10.0000,1.8000,10.0000,12.0000,-1.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
19,0.3167,symbol-seed,0.3348,0.2487,0.1993,0.1575,-8.0000,12.0000,-1.2000,14.0000,-10.0000,1.8000,10.0000,12.0000,-1.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
20,0.3333,symbol-seed,0.3196,0.4523,0.3703,0.1917,-7.9998,11.9997,-1.2000,13.9996,-9.9997,1.8000,9.9997,11.9997,-1.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
21,0.3500,symbol-seed,0.3043,0.6153,0.5149,0.2227,-7.9993,11.9989,-1.1999,13.9988,-9.9991,1.7998,9.9991,11.9989,-1.4999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
22,0.3667,symbol-seed,0.2891,0.7423,0.6356,0.2509,-7.9983,11.9975,-1.1997,13.9971,-9.9979,1.7996,9.9979,11.9975,-1.4997,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
23,0.3833,symbol-seed,0.2739,0.8377,0.7343,0.2762,-7.9967,11.9951,-1.1995,13.9943,-9.9959,1.7993,9.9959,11.9951,-1.4994,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
24,0.4000,symbol-seed,0.2587,0.9061,0.8134,0.2989,-7.9944,11.9915,-1.1992,13.9901,-9.9929,1.7987,9.9929,11.9915,-1.4989,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
25,0.4167,symbol-seed,0.2435,0.9519,0.8750,0.3190,-7.9910,11.9866,-1.1987,13.9843,-9.9888,1.7980,9.9888,11.9866,-1.4983,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
26,0.4333,symbol-seed,0.2283,0.9797,0.9213,0.3368,-7.9866,11.9799,-1.1980,13.9766,-9.9833,1.7970,9.9833,11.9799,-1.4975,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
27,0.4500,symbol-seed,0.2130,0.9940,0.9544,0.3523,-7.9810,11.9714,-1.1971,13.9667,-9.9762,1.7957,9.9762,11.9714,-1.4964,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
28,0.4667,symbol-seed,0.1978,0.9992,0.9767,0.3658,-7.9739,11.9608,-1.1961,13.9543,-9.9673,1.7941,9.9673,11.9608,-1.4951,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
29,0.4833,symbol-seed,0.1826,1.0000,0.9902,0.3774,-7.9652,11.9478,-1.1948,13.9392,-9.9565,1.7922,9.9565,11.9478,-1.4935,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
30,0.5000,symbol-seed,0.1674,1.0000,0.9971,0.3872,-7.9549,11.9323,-1.1932,13.9210,-9.9436,1.7898,9.9436,11.9323,-1.4915,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
31,0.5167,symbol-seed,0.1522,0.9091,0.9996,0.3953,-7.9426,11.9139,-1.1914,13.8996,-9.9283,1.7871,9.9283,11.9139,-1.4892,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
32,0.5333,symbol-seed,0.1370,0.8182,1.0000,0.4020,-7.9283,11.8925,-1.1892,13.8746,-9.9104,1.7839,9.9104,11.8925,-1.4866,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
33,0.5500,symbol-seed,0.1217,0.7273,1.0000,0.4074,-7.9118,11.8678,-1.1868,13.8457,-9.8898,1.7802,9.8898,11.8678,-1.4835,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
34,0.5667,symbol-seed,0.1065,0.6364,1.0000,0.4115,-7.8930,11.8395,-1.1840,13.8128,-9.8663,1.7759,9.8663,11.8395,-1.4799,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
35,0.5833,symbol-seed,0.0913,0.5455,1.0000,0.4147,-7.8717,11.8075,-1.1807,13.7754,-9.8396,1.7711,9.8396,11.8075,-1.4759,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
36,0.6000,symbol-seed,0.0761,0.4545,1.0000,0.4169,-7.8477,11.7715,-1.1771,13.7334,-9.8096,1.7657,9.8096,11.7715,-1.4714,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
37,0.6167,symbol-seed,0.0609,0.3636,1.0000,0.4184,-7.8208,11.7312,-1.1731,13.6865,-9.7760,1.7597,9.7760,11.7312,-1.4664,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
38,0.6333,symbol-seed,0.0457,0.2727,1.0000,0.4193,-7.7910,11.6865,-1.1687,13.6343,-9.7388,1.7530,9.7388,11.6865,-1.4608,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
39,0.6500,symbol-seed,0.0304,0.1818,1.0000,0.4198,-7.7581,11.6371,-1.1637,13.5767,-9.6976,1.7456,9.6976,11.6371,-1.4546,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
40,0.6667,symbol-seed,0.0152,0.0909,1.0000,0.4200,-7.7219,11.5828,-1.1583,13.5133,-9.6523,1.7374,9.6523,11.5828,-1.4478,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
41,0.6833,symbol-seed,0.0000,0.0000,1.0000,0.4200,-7.6822,11.5233,-1.1523,13.4438,-9.6027,1.7285,9.6027,11.5233,-1.4404,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
42,0.7000,expansion-echo,0.0000,0.0000,1.0000,0.4200,-7.6389,11.4583,-1.1458,13.3681,-9.5486,1.7188,9.5486,11.4583,-1.4323,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
43,0.7167,expansion-echo,0.0000,0.0000,1.0000,0.5132,-7.5919,11.3878,-1.1388,13.2857,-9.4898,1.7082,9.4898,11.3878,-1.4235,0.0567,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
44,0.7333,expansion-echo,0.0000,0.0000,1.0000,0.5937,-7.5409,11.3113,-1.1311,13.1966,-9.4261,1.6967,9.4261,11.3113,-1.4139,0.1072,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
45,0.7500,expansion-echo,0.0000,0.0000,1.0000,0.6631,-7.4858,11.2288,-1.1229,13.1002,-9.3573,1.6843,9.3573,11.2288,-1.4036,0.1517,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
46,0.7667,expansion-echo,0.0000,0.0000,1.0000,0.7230,-7.4266,11.1399,-1.1140,12.9965,-9.2832,1.6710,9.2832,11.1399,-1.3925,0.1906,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
47,0.7833,expansion-echo,0.0000,0.0000,1.0000,0.7747,-7.3629,11.0444,-1.1044,12.8851,-9.2037,1.6567,9.2037,11.0444,-1.3805,0.2244,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
48,0.8000,expansion-echo,0.0000,0.0000,1.0000,0.8193,-7.2947,10.9421,-1.0942,12.7658,-9.1184,1.6413,9.1184,10.9421,-1.3678,0.2533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
49,0.8167,expansion-echo,0.0000,0.0000,1.0000,0.8578,-7.2218,10.8327,-1.0833,12.6382,-9.0273,1.6249,9.0273,10.8327,-1.3541,0.2778,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
50,0.8333,expansion-echo,0.0000,0.0000,1.0000,0.8910,-7.1440,10.7161,-1.0716,12.5021,-8.9301,1.6074,8.9301,10.7161,-1.3395,0.2983,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
51,0.8500,expansion-echo,0.0000,0.0000,1.0000,0.9197,-7.0613,10.5919,-1.0592,12.3572,-8.8266,1.5888,8.8266,10.5919,-1.3240,0.3150,0.0411,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
52,0.8667,expansion-echo,0.0000,0.0000,1.0000,0.9444,-6.9733,10.4600,-1.0460,12.2033,-8.7166,1.5690,8.7166,10.4600,-1.3075,0.3284,0.0768,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
53,0.8833,expansion-echo,0.0000,0.0000,1.0000,0.9657,-6.8800,10.3201,-1.0320,12.0401,-8.6000,1.5480,8.6000,10.3201,-1.2900,0.3388,0.1074,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
54,0.9000,expansion-echo,0.0000,0.0000,1.0000,0.9841,-6.7813,10.1719,-1.0172,11.8672,-8.4766,1.5258,8.4766,10.1719,-1.2715,0.3467,0.1332,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
55,0.9167,expansion-echo,0.0000,0.0000,1.0000,1.0000,-6.6769,10.0153,-1.0015,11.6845,-8.3461,1.5023,8.3461,10.0153,-1.2519,0.3523,0.1548,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
56,0.9333,expansion-echo,0.0000,0.0000,1.0000,1.0137,-6.5667,9.8500,-0.9850,11.4917,-8.2083,1.4775,8.2083,9.8500,-1.2312,0.3560,0.1725,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
57,0.9500,expansion-echo,0.0000,0.0000,1.0000,1.0256,-6.4505,9.6757,-0.9676,11.2884,-8.0631,1.4514,8.0631,9.6757,-1.2095,0.3583,0.1866,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
58,0.9667,expansion-echo,0.0000,0.0000,1.0000,1.0358,-6.3282,9.4923,-0.9492,11.0744,-7.9103,1.4238,7.9103,9.4923,-1.1865,0.3595,0.1976,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
59,0.9833,expansion-echo,0.0000,0.0000,1.0000,1.0446,-6.1997,9.2995,-0.9300,10.8494,-7.7496,1.3949,7.7496,9.2995,-1.1624,0.3599,0.2059,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
60,1.0000,expansion-echo,0.0000,0.0000,1.0000,1.0522,-6.0647,9.0971,-0.9097,10.6132,-7.5809,1.3646,7.5809,9.0971,-1.1371,0.3600,0.2119,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
61,1.0167,expansion-echo,0.0000,0.0000,1.0000,1.0587,-5.9232,8.8847,-0.8885,10.3655,-7.4039,1.3327,7.4039,8.8847,-1.1106,0.3600,0.2158,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
62,1.0333,expansion-echo,0.0000,0.0000,1.0000,1.0644,-5.7749,8.6623,-0.8662,10.1060,-7.2186,1.2993,7.2186,8.6623,-1.0828,0.3600,0.2182,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
63,1.0500,expansion-echo,0.0000,0.0000,1.0000,1.0693,-5.6197,8.4295,-0.8430,9.8344,-7.0246,1.2644,7.0246,8.4295,-1.0537,0.3600,0.2195,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
64,1.0667,expansion-echo,0.0000,0.0000,1.0000,1.0735,-5.4574,8.1862,-0.8186,9.5505,-6.8218,1.2279,6.8218,8.1862,-1.0233,0.3600,0.2199,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
65,1.0833,expansion-echo,0.0000,0.0000,1.0000,1.0771,-5.2880,7.9320,-0.7932,9.2540,-6.6100,1.1898,6.6100,7.9320,-0.9915,0.3600,0.2200,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
66,1.1000,expansion-echo,0.0000,0.0000,1.0000,1.0803,-5.1112,7.6668,-0.7667,8.9445,-6.3890,1.1500,6.3890,7.6668,-0.9583,0.3600,0.2200,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
67,1.1167,expansion-echo,0.0000,0.0000,1.0000,1.0830,-4.9268,7.3902,-0.7390,8.6219,-6.1585,1.1085,6.1585,7.3902,-0.9238,0.3600,0.2200,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
68,1.1333,expansion-echo,0.0000,0.0000,1.0000,1.0853,-4.7348,7.1022,-0.7102,8.2859,-5.9185,1.0653,5.9185,7.1022,-0.8878,0.3600,0.2200,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
69,1.1500,expansion-echo,0.0000,0.0000,1.0000,1.0873,-4.5350,6.8024,-0.6802,7.9362,-5.6687,1.0204,5.6687,6.8024,-0.8503,0.3600,0.2200,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
70,1.1667,expansion-echo,0.0000,0.0000,1.0000,1.0891,-4.3271,6.4907,-0.6491,7.5724,-5.4089,0.9736,5.4089,6.4907,-0.8113,0.3600,0.2200,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
71,1.1833,expansion-echo,0.0000,0.0000,1.0000,1.0906,-4.1111,6.1667,-0.6167,7.1944,-5.1389,0.9250,5.1389,6.1667,-0.7708,0.3600,0.2200,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
72,1.2000,expansion-echo,0.0000,0.0000,1.0000,1.0919,-3.8889,5.8333,-0.5833,6.8056,-4.8611,0.8750,4.8611,5.8333,-0.7292,0.3600,0.2200,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
73,1.2167,expansion-echo,0.0000,0.0000,1.0000,1.0930,-3.6729,5.5093,-0.5509,6.4276,-4.5911,0.8264,4.5911,5.5093,-0.6887,0.3600,0.2200,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
74,1.2333,expansion-echo,0.0000,0.0000,1.0000,1.0939,-3.4650,5.1976,-0.5198,6.0638,-4.3313,0.7796,4.3313,5.1976,-0.6497,0.3600,0.2200,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
75,1.2500,expansion-echo,0.0000,0.0000,1.0000,1.0948,-3.2652,4.8978,-0.4898,5.7141,-4.0815,0.7347,4.0815,4.8978,-0.6122,0.3600,0.2200,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
76,1.2667,expansion-echo,0.0000,0.0000,1.0000,1.0955,-3.0732,4.6098,-0.4610,5.3781,-3.8415,0.6915,3.8415,4.6098,-0.5762,0.3600,0.2200,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
77,1.2833,expansion-echo,0.0000,0.0000,1.0000,1.0961,-2.8888,4.3332,-0.4333,5.0555,-3.6110,0.6500,3.6110,4.3332,-0.5417,0.3600,0.2200,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
78,1.3000,expansion-echo,0.0000,0.0000,1.0000,1.0966,-2.7120,4.0680,-0.4068,4.7460,-3.3900,0.6102,3.3900,4.0680,-0.5085,0.3600,0.2200,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
79,1.3167,expansion-echo,0.0000,0.0000,1.0000,1.0971,-2.5426,3.8138,-0.3814,4.4495,-3.1782,0.5721,3.1782,3.8138,-0.4767,0.3600,0.2200,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
80,1.3333,expansion-echo,0.0000,0.0000,1.0000,1.0975,-2.3803,3.5705,-0.3570,4.1656,-2.9754,0.5356,2.9754,3.5705,-0.4463,0.3600,0.2200,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
81,1.3500,expansion-echo,0.0000,0.0000,1.0000,1.0978,-2.2251,3.3377,-0.3338,3.8940,-2.7814,0.5007,2.7814,3.3377,-0.4172,0.3600,0.2200,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
82,1.3667,expansion-echo,0.0000,0.0000,1.0000,1.0981,-2.0768,3.1153,-0.3115,3.6345,-2.5961,0.4673,2.5961,3.1153,-0.3894,0.3600,0.2200,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
83,1.3833,expansion-echo,0.0000,0.0000,1.0000,1.0984,-1.9353,2.9029,-0.2903,3.3868,-2.4191,0.4354,2.4191,2.9029,-0.3629,0.3600,0.2200,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
84,1.4000,expansion-echo,0.0000,0.0000,1.0000,1.0986,-1.8003,2.7005,-0.2700,3.1506,-2.2504,0.4051,2.2504,2.7005,-0.3376,0.3600,0.2200,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
85,1.4167,expansion-echo,0.0000,0.0000,1.0000,1.0988,-1.6718,2.5077,-0.2508,2.9256,-2.0897,0.3762,2.0897,2.5077,-0.3135,0.3600,0.2200,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
86,1.4333,expansion-echo,0.0000,0.0000,1.0000,1.0990,-1.5495,2.3243,-0.2324,2.7116,-1.9369,0.3486,1.9369,2.3243,-0.2905,0.3600,0.2200,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
87,1.4500,expansion-echo,0.0000,0.0000,1.0000,1.0991,-1.4333,2.1500,-0.2150,2.5083,-1.7917,0.3225,1.7917,2.1500,-0.2688,0.3600,0.2200,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
88,1.4667,expansion-echo,0.0000,0.0000,1.0000,1.0992,-1.3231,1.9847,-0.1985,2.3155,-1.6539,0.2977,1.6539,1.9847,-0.2481,0.3600,0.2200,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
89,1.4833,expansion-echo,0.0000,0.0000,1.0000,1.1000,-1.2187,1.8281,-0.1828,2.1328,-1.5234,0.2742,1.5234,1.8281,-0.2285,0.3600,0.2200,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
90,1.5000,symbol-lock,0.0000,0.0000,1.0000,1.1000,-1.1200,1.6799,-0.1680,1.9599,-1.4000,0.2520,1.4000,1.6799,-0.2100,0.3600,0.2200,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
